id_observacion,fecha,semana,id_area,rol_observador_id,rol_observado_id,tarea_id,tipo_observacion,estado,riesgo_id,is_control_critico,control_critico_id
OBS_001005,2024-12-14,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_011,OCC,OCC+,R01,True,R01CC05
OBS_000377,2024-12-15,5,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_019,OPG,OPG-,,False,
OBS_000378,2024-12-15,5,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_013,OPG,OPG-,,False,
OBS_000379,2024-12-15,5,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_014,OPG,OPG+,,False,
OBS_000375,2024-12-15,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_008,OPG,OPG+,,False,
OBS_000376,2024-12-15,5,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_012,OPG,OPG+,,False,
OBS_000999,2024-12-15,5,MRA,MRA_ROL_06,MRA_ROL_07,MRA_TA_020,OCC,OCC-,R01,True,R01CM01
OBS_000380,2024-12-15,5,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_010,OPG,OPG+,,False,
OBS_001001,2024-12-15,5,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_013,OCC,OCC-,R01,True,R01CP02
OBS_000381,2024-12-15,5,STM,STM_ROL_07,STM_ROL_07,STM_TA_011,OPG,OPG+,,False,
OBS_000382,2024-12-15,5,STM,STM_ROL_05,STM_ROL_05,STM_TA_008,OPG,OPG-,,False,
OBS_000998,2024-12-15,5,STM,STM_ROL_04,STM_ROL_07,STM_TA_013,OCC,OCC+,R01,True,R01CM03
OBS_000383,2024-12-15,5,TME,TME_ROL_03,TME_ROL_03,TME_TA_004,OPG,OPG+,,False,
OBS_001013,2024-12-15,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_016,OCC,OCC-,R02,True,R02CM04
OBS_000386,2024-12-16,6,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_010,OPG,OPG+,,False,
OBS_001015,2024-12-16,6,CHP,CHP_ROL_01,CHP_ROL_03,CHP_TA_002,OCC,OCC+,R03,True,R03CP06
OBS_000384,2024-12-16,6,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_015,OPG,OPG+,,False,
OBS_000385,2024-12-16,6,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_018,OPG,OPG+,,False,
OBS_000387,2024-12-16,6,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_006,OPG,OPG+,,False,
OBS_000388,2024-12-16,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_007,OPG,OPG+,,False,
OBS_000389,2024-12-16,6,STM,STM_ROL_06,STM_ROL_06,STM_TA_005,OPG,OPG-,,False,
OBS_000390,2024-12-16,6,TME,TME_ROL_06,TME_ROL_06,TME_TA_013,OPG,OPG+,,False,
OBS_001025,2024-12-16,6,TME,TME_ROL_07,TME_ROL_07,TME_TA_002,OCC,OCC-,R01,True,R01CP01
OBS_000395,2024-12-17,6,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG-,,False,
OBS_000391,2024-12-17,6,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_009,OPG,OPG+,,False,
OBS_000392,2024-12-17,6,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_001,OPG,OPG+,,False,
OBS_000393,2024-12-17,6,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_018,OPG,OPG+,,False,
OBS_000394,2024-12-17,6,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_004,OPG,OPG+,,False,
OBS_000396,2024-12-17,6,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_007,OPG,OPG+,,False,
OBS_000397,2024-12-17,6,STM,STM_ROL_02,STM_ROL_02,STM_TA_019,OPG,OPG+,,False,
OBS_000398,2024-12-17,6,STM,STM_ROL_02,STM_ROL_02,STM_TA_001,OPG,OPG+,,False,
OBS_000399,2024-12-17,6,TME,TME_ROL_08,TME_ROL_08,TME_TA_005,OPG,OPG-,,False,
OBS_000403,2024-12-18,6,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_006,OPG,OPG+,,False,
OBS_000404,2024-12-18,6,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_009,OPG,OPG+,,False,
OBS_001028,2024-12-18,6,CHP,CHP_ROL_03,CHP_ROL_04,CHP_TA_011,OCC,OCC+,R02,True,R02CC01
OBS_000400,2024-12-18,6,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_002,OPG,OPG+,,False,
OBS_000401,2024-12-18,6,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_006,OPG,OPG+,,False,
OBS_000402,2024-12-18,6,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_013,OPG,OPG+,,False,
OBS_001026,2024-12-18,6,MRA,MRA_ROL_01,MRA_ROL_04,MRA_TA_010,OCC,OCC-,R01,True,R01CP01
OBS_000405,2024-12-18,6,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_008,OPG,OPG+,,False,
OBS_000406,2024-12-18,6,STM,STM_ROL_07,STM_ROL_07,STM_TA_018,OPG,OPG+,,False,
OBS_000407,2024-12-18,6,STM,STM_ROL_02,STM_ROL_02,STM_TA_009,OPG,OPG+,,False,
OBS_001027,2024-12-18,6,STM,STM_ROL_01,STM_ROL_02,STM_TA_011,OCC,OCC+,R02,True,R02CP05
OBS_000408,2024-12-18,6,TME,TME_ROL_04,TME_ROL_04,TME_TA_008,OPG,OPG+,,False,
OBS_000409,2024-12-18,6,TME,TME_ROL_01,TME_ROL_01,TME_TA_013,OPG,OPG+,,False,
OBS_001019,2024-12-18,6,TME,TME_ROL_07,TME_ROL_02,TME_TA_010,OCC,OCC+,R03,True,R03CC03
OBS_000413,2024-12-19,6,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_001,OPG,OPG+,,False,
OBS_000414,2024-12-19,6,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_002,OPG,OPG+,,False,
OBS_001020,2024-12-19,6,CHP,CHP_ROL_06,CHP_ROL_09,CHP_TA_014,OCC,OCC+,R03,True,R03CP03
OBS_000410,2024-12-19,6,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_018,OPG,OPG+,,False,
OBS_000411,2024-12-19,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG+,,False,
OBS_000412,2024-12-19,6,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_009,OPG,OPG+,,False,
OBS_000415,2024-12-19,6,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_012,OPG,OPG+,,False,
OBS_000416,2024-12-19,6,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_006,OPG,OPG-,,False,
OBS_001017,2024-12-19,6,PLC,PLC_ROL_10,PLC_ROL_11,PLC_TA_019,OCC,OCC+,R03,True,R03CP04
OBS_000417,2024-12-19,6,STM,STM_ROL_04,STM_ROL_04,STM_TA_009,OPG,OPG+,,False,
OBS_000418,2024-12-19,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_008,OPG,OPG+,,False,
OBS_000419,2024-12-19,6,STM,STM_ROL_07,STM_ROL_07,STM_TA_012,OPG,OPG+,,False,
OBS_001022,2024-12-19,6,STM,STM_ROL_07,STM_ROL_06,STM_TA_009,OCC,OCC+,R01,True,R01CP04
OBS_000420,2024-12-19,6,TME,TME_ROL_03,TME_ROL_03,TME_TA_008,OPG,OPG+,,False,
OBS_001014,2024-12-19,6,TME,TME_ROL_04,TME_ROL_05,TME_TA_007,OCC,OCC+,R03,True,R03CC01
OBS_000425,2024-12-20,6,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_020,OPG,OPG+,,False,
OBS_001021,2024-12-20,6,CHP,CHP_ROL_02,CHP_ROL_09,CHP_TA_003,OCC,OCC+,R03,True,R03CC02
OBS_000421,2024-12-20,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG-,,False,
OBS_000422,2024-12-20,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG+,,False,
OBS_000423,2024-12-20,6,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_016,OPG,OPG+,,False,
OBS_000424,2024-12-20,6,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_016,OPG,OPG-,,False,
OBS_000426,2024-12-20,6,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_001,OPG,OPG+,,False,
OBS_000427,2024-12-20,6,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_007,OPG,OPG+,,False,
OBS_000428,2024-12-20,6,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_006,OPG,OPG+,,False,
OBS_000429,2024-12-20,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_001,OPG,OPG+,,False,
OBS_000430,2024-12-20,6,STM,STM_ROL_03,STM_ROL_03,STM_TA_004,OPG,OPG+,,False,
OBS_000431,2024-12-20,6,TME,TME_ROL_02,TME_ROL_02,TME_TA_012,OPG,OPG+,,False,
OBS_000432,2024-12-20,6,TME,TME_ROL_07,TME_ROL_07,TME_TA_004,OPG,OPG+,,False,
OBS_001023,2024-12-20,6,TME,TME_ROL_08,TME_ROL_08,TME_TA_016,OCC,OCC+,R01,True,R01CC05
OBS_000436,2024-12-21,6,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_008,OPG,OPG+,,False,
OBS_000437,2024-12-21,6,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_013,OPG,OPG+,,False,
OBS_000438,2024-12-21,6,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_005,OPG,OPG+,,False,
OBS_000433,2024-12-21,6,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_006,OPG,OPG+,,False,
OBS_000434,2024-12-21,6,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_021,OPG,OPG+,,False,
OBS_000435,2024-12-21,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_006,OPG,OPG+,,False,
OBS_000439,2024-12-21,6,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_019,OPG,OPG+,,False,
OBS_000440,2024-12-21,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_006,OPG,OPG+,,False,
OBS_000441,2024-12-21,6,STM,STM_ROL_04,STM_ROL_04,STM_TA_019,OPG,OPG-,,False,
OBS_000442,2024-12-21,6,STM,STM_ROL_08,STM_ROL_08,STM_TA_005,OPG,OPG+,,False,
OBS_001016,2024-12-21,6,STM,STM_ROL_02,STM_ROL_01,STM_TA_004,OCC,OCC+,R03,True,R03CP05
OBS_000443,2024-12-21,6,TME,TME_ROL_04,TME_ROL_04,TME_TA_012,OPG,OPG+,,False,
OBS_000446,2024-12-22,6,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_003,OPG,OPG+,,False,
OBS_001029,2024-12-22,6,CHP,CHP_ROL_01,CHP_ROL_03,CHP_TA_016,OCC,OCC+,R02,True,R02CM04
OBS_000444,2024-12-22,6,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_022,OPG,OPG+,,False,
OBS_000445,2024-12-22,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_015,OPG,OPG-,,False,
OBS_001024,2024-12-22,6,MRA,MRA_ROL_04,MRA_ROL_01,MRA_TA_004,OCC,OCC+,R01,True,R01CP04
OBS_000447,2024-12-22,6,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_001,OPG,OPG-,,False,
OBS_000448,2024-12-22,6,STM,STM_ROL_07,STM_ROL_07,STM_TA_006,OPG,OPG+,,False,
OBS_000449,2024-12-22,6,STM,STM_ROL_08,STM_ROL_08,STM_TA_013,OPG,OPG+,,False,
OBS_000450,2024-12-22,6,TME,TME_ROL_02,TME_ROL_02,TME_TA_016,OPG,OPG+,,False,
OBS_000451,2024-12-22,6,TME,TME_ROL_04,TME_ROL_04,TME_TA_006,OPG,OPG+,,False,
OBS_001018,2024-12-22,6,TME,TME_ROL_01,TME_ROL_02,TME_TA_010,OCC,OCC-,R03,True,R03CP06
OBS_000454,2024-12-23,7,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_003,OPG,OPG+,,False,
OBS_000455,2024-12-23,7,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_011,OPG,OPG+,,False,
OBS_000452,2024-12-23,7,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_001,OPG,OPG+,,False,
OBS_000453,2024-12-23,7,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_003,OPG,OPG+,,False,
OBS_001040,2024-12-23,7,MRA,MRA_ROL_06,MRA_ROL_08,MRA_TA_002,OCC,OCC-,R02,True,R02CC03
OBS_000456,2024-12-23,7,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_001,OPG,OPG+,,False,
OBS_000457,2024-12-23,7,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_006,OPG,OPG+,,False,
OBS_000458,2024-12-23,7,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_006,OPG,OPG-,,False,
OBS_000459,2024-12-23,7,STM,STM_ROL_04,STM_ROL_04,STM_TA_007,OPG,OPG+,,False,
OBS_000460,2024-12-23,7,STM,STM_ROL_05,STM_ROL_05,STM_TA_010,OPG,OPG+,,False,
OBS_000461,2024-12-23,7,TME,TME_ROL_01,TME_ROL_01,TME_TA_013,OPG,OPG+,,False,
OBS_001041,2024-12-23,7,TME,TME_ROL_01,TME_ROL_05,TME_TA_007,OCC,OCC+,R02,True,R02CP04
OBS_000465,2024-12-24,7,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_010,OPG,OPG+,,False,
OBS_000462,2024-12-24,7,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_002,OPG,OPG+,,False,
OBS_000463,2024-12-24,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_003,OPG,OPG+,,False,
OBS_000464,2024-12-24,7,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_007,OPG,OPG-,,False,
OBS_001043,2024-12-24,7,MRA,MRA_ROL_04,MRA_ROL_06,MRA_TA_018,OCC,OCC+,R01,True,R01CC04
OBS_000466,2024-12-24,7,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_010,OPG,OPG+,,False,
OBS_000467,2024-12-24,7,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_016,OPG,OPG+,,False,
OBS_000468,2024-12-24,7,STM,STM_ROL_02,STM_ROL_02,STM_TA_018,OPG,OPG+,,False,
OBS_000469,2024-12-24,7,STM,STM_ROL_06,STM_ROL_06,STM_TA_013,OPG,OPG+,,False,
OBS_001030,2024-12-24,7,STM,STM_ROL_08,STM_ROL_07,STM_TA_002,OCC,OCC-,R03,True,R03CP05
OBS_001034,2024-12-24,7,STM,STM_ROL_06,STM_ROL_01,STM_TA_009,OCC,OCC-,R03,True,R03CP04
OBS_000470,2024-12-24,7,TME,TME_ROL_01,TME_ROL_01,TME_TA_009,OPG,OPG+,,False,
OBS_000471,2024-12-24,7,TME,TME_ROL_05,TME_ROL_05,TME_TA_008,OPG,OPG+,,False,
OBS_000476,2024-12-25,7,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_016,OPG,OPG+,,False,
OBS_000477,2024-12-25,7,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_016,OPG,OPG+,,False,
OBS_001042,2024-12-25,7,CHP,CHP_ROL_08,CHP_ROL_02,CHP_TA_009,OCC,OCC+,R02,True,R02CP05
OBS_000472,2024-12-25,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_005,OPG,OPG+,,False,
OBS_000473,2024-12-25,7,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_003,OPG,OPG+,,False,
OBS_000474,2024-12-25,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_019,OPG,OPG+,,False,
OBS_000475,2024-12-25,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_013,OPG,OPG+,,False,
OBS_001044,2024-12-25,7,MRA,MRA_ROL_04,MRA_ROL_03,MRA_TA_003,OCC,OCC-,R01,True,R01CP04
OBS_000478,2024-12-25,7,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_002,OPG,OPG+,,False,
OBS_000479,2024-12-25,7,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_019,OPG,OPG+,,False,
OBS_001033,2024-12-25,7,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_013,OCC,OCC+,R03,True,R03CC06
OBS_000480,2024-12-25,7,STM,STM_ROL_03,STM_ROL_03,STM_TA_004,OPG,OPG+,,False,
OBS_000481,2024-12-25,7,STM,STM_ROL_08,STM_ROL_08,STM_TA_006,OPG,OPG+,,False,
OBS_000482,2024-12-25,7,STM,STM_ROL_03,STM_ROL_03,STM_TA_007,OPG,OPG+,,False,
OBS_000483,2024-12-25,7,TME,TME_ROL_01,TME_ROL_01,TME_TA_014,OPG,OPG-,,False,
OBS_001045,2024-12-25,7,TME,TME_ROL_01,TME_ROL_03,TME_TA_001,OCC,OCC+,R01,True,R01CM03
OBS_000488,2024-12-26,7,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_015,OPG,OPG+,,False,
OBS_000489,2024-12-26,7,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_020,OPG,OPG+,,False,
OBS_000484,2024-12-26,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_007,OPG,OPG+,,False,
OBS_000485,2024-12-26,7,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_020,OPG,OPG+,,False,
OBS_000486,2024-12-26,7,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_003,OPG,OPG+,,False,
OBS_000487,2024-12-26,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_018,OPG,OPG+,,False,
OBS_001035,2024-12-26,7,MRA,MRA_ROL_08,MRA_ROL_05,MRA_TA_007,OCC,OCC-,R03,True,R03CP06
OBS_000490,2024-12-26,7,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_014,OPG,OPG+,,False,
OBS_000491,2024-12-26,7,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_019,OPG,OPG+,,False,
OBS_000492,2024-12-26,7,STM,STM_ROL_02,STM_ROL_02,STM_TA_019,OPG,OPG+,,False,
OBS_000493,2024-12-26,7,TME,TME_ROL_06,TME_ROL_06,TME_TA_014,OPG,OPG+,,False,
OBS_000494,2024-12-26,7,TME,TME_ROL_08,TME_ROL_08,TME_TA_016,OPG,OPG-,,False,
OBS_000498,2024-12-27,7,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_012,OPG,OPG-,,False,
OBS_000499,2024-12-27,7,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_010,OPG,OPG+,,False,
OBS_001036,2024-12-27,7,CHP,CHP_ROL_04,CHP_ROL_02,CHP_TA_015,OCC,OCC+,R03,True,R03CC02
OBS_000495,2024-12-27,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_005,OPG,OPG+,,False,
OBS_000496,2024-12-27,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_002,OPG,OPG+,,False,
OBS_000497,2024-12-27,7,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_008,OPG,OPG-,,False,
OBS_001037,2024-12-27,7,MRA,MRA_ROL_04,MRA_ROL_06,MRA_TA_016,OCC,OCC+,R03,True,R03CC05
OBS_000500,2024-12-27,7,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_004,OPG,OPG+,,False,
OBS_000501,2024-12-27,7,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_005,OPG,OPG+,,False,
OBS_000502,2024-12-27,7,STM,STM_ROL_08,STM_ROL_08,STM_TA_011,OPG,OPG+,,False,
OBS_000503,2024-12-27,7,STM,STM_ROL_07,STM_ROL_07,STM_TA_003,OPG,OPG+,,False,
OBS_000504,2024-12-27,7,STM,STM_ROL_04,STM_ROL_04,STM_TA_014,OPG,OPG+,,False,
OBS_000505,2024-12-27,7,TME,TME_ROL_06,TME_ROL_06,TME_TA_002,OPG,OPG+,,False,
OBS_000506,2024-12-27,7,TME,TME_ROL_03,TME_ROL_03,TME_TA_003,OPG,OPG+,,False,
OBS_000507,2024-12-27,7,TME,TME_ROL_07,TME_ROL_07,TME_TA_005,OPG,OPG+,,False,
OBS_000512,2024-12-28,7,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_013,OPG,OPG+,,False,
OBS_000513,2024-12-28,7,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG+,,False,
OBS_000508,2024-12-28,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_006,OPG,OPG+,,False,
OBS_000509,2024-12-28,7,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_002,OPG,OPG+,,False,
OBS_000510,2024-12-28,7,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_002,OPG,OPG+,,False,
OBS_000511,2024-12-28,7,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_009,OPG,OPG+,,False,
OBS_000514,2024-12-28,7,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_015,OPG,OPG+,,False,
OBS_000515,2024-12-28,7,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_019,OPG,OPG+,,False,
OBS_001038,2024-12-28,7,PLC,PLC_ROL_03,PLC_ROL_02,PLC_TA_017,OCC,OCC+,R02,True,R02CP05
OBS_001039,2024-12-28,7,PLC,PLC_ROL_08,PLC_ROL_07,PLC_TA_017,OCC,OCC+,R02,True,R02CC02
OBS_000516,2024-12-28,7,STM,STM_ROL_03,STM_ROL_03,STM_TA_009,OPG,OPG+,,False,
OBS_000517,2024-12-28,7,STM,STM_ROL_02,STM_ROL_02,STM_TA_010,OPG,OPG-,,False,
OBS_000518,2024-12-28,7,TME,TME_ROL_03,TME_ROL_03,TME_TA_007,OPG,OPG+,,False,
OBS_000523,2024-12-29,7,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_020,OPG,OPG+,,False,
OBS_000519,2024-12-29,7,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_022,OPG,OPG+,,False,
OBS_000520,2024-12-29,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_017,OPG,OPG-,,False,
OBS_000521,2024-12-29,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_016,OPG,OPG+,,False,
OBS_000522,2024-12-29,7,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_020,OPG,OPG+,,False,
OBS_000524,2024-12-29,7,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_009,OPG,OPG+,,False,
OBS_000525,2024-12-29,7,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_012,OPG,OPG+,,False,
OBS_001032,2024-12-29,7,PLC,PLC_ROL_03,PLC_ROL_05,PLC_TA_001,OCC,OCC-,R03,True,R03CC03
OBS_000526,2024-12-29,7,STM,STM_ROL_08,STM_ROL_08,STM_TA_010,OPG,OPG+,,False,
OBS_000527,2024-12-29,7,TME,TME_ROL_07,TME_ROL_07,TME_TA_004,OPG,OPG-,,False,
OBS_000528,2024-12-29,7,TME,TME_ROL_06,TME_ROL_06,TME_TA_010,OPG,OPG+,,False,
OBS_000529,2024-12-29,7,TME,TME_ROL_02,TME_ROL_02,TME_TA_016,OPG,OPG-,,False,
OBS_001031,2024-12-29,7,TME,TME_ROL_01,TME_ROL_04,TME_TA_011,OCC,OCC+,R03,True,R03CP05
OBS_000533,2024-12-30,8,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_011,OPG,OPG+,,False,
OBS_000534,2024-12-30,8,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_016,OPG,OPG+,,False,
OBS_000535,2024-12-30,8,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_014,OPG,OPG+,,False,
OBS_000530,2024-12-30,8,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_009,OPG,OPG+,,False,
OBS_000531,2024-12-30,8,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_007,OPG,OPG+,,False,
OBS_000532,2024-12-30,8,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_002,OPG,OPG+,,False,
OBS_001060,2024-12-30,8,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_015,OCC,OCC+,R01,True,R01CC01
OBS_000536,2024-12-30,8,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_019,OPG,OPG+,,False,
OBS_000537,2024-12-30,8,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_007,OPG,OPG+,,False,
OBS_000538,2024-12-30,8,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_008,OPG,OPG+,,False,
OBS_000539,2024-12-30,8,STM,STM_ROL_08,STM_ROL_08,STM_TA_012,OPG,OPG+,,False,
OBS_000540,2024-12-30,8,STM,STM_ROL_03,STM_ROL_03,STM_TA_018,OPG,OPG+,,False,
OBS_000541,2024-12-30,8,STM,STM_ROL_02,STM_ROL_02,STM_TA_016,OPG,OPG-,,False,
OBS_001059,2024-12-30,8,STM,STM_ROL_06,STM_ROL_08,STM_TA_002,OCC,OCC+,R01,True,R01CM01
OBS_000542,2024-12-30,8,TME,TME_ROL_03,TME_ROL_03,TME_TA_011,OPG,OPG+,,False,
OBS_000543,2024-12-30,8,TME,TME_ROL_04,TME_ROL_04,TME_TA_012,OPG,OPG+,,False,
OBS_001052,2024-12-30,8,TME,TME_ROL_03,TME_ROL_05,TME_TA_012,OCC,OCC+,R03,True,R03CM03
OBS_000547,2024-12-31,8,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_016,OPG,OPG+,,False,
OBS_000548,2024-12-31,8,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_004,OPG,OPG+,,False,
OBS_000549,2024-12-31,8,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_017,OPG,OPG+,,False,
OBS_000544,2024-12-31,8,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_011,OPG,OPG+,,False,
OBS_000545,2024-12-31,8,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_015,OPG,OPG+,,False,
OBS_000546,2024-12-31,8,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_002,OPG,OPG+,,False,
OBS_000550,2024-12-31,8,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_005,OPG,OPG+,,False,
OBS_000551,2024-12-31,8,STM,STM_ROL_07,STM_ROL_07,STM_TA_019,OPG,OPG+,,False,
OBS_000552,2024-12-31,8,STM,STM_ROL_08,STM_ROL_08,STM_TA_005,OPG,OPG+,,False,
OBS_001056,2024-12-31,8,STM,STM_ROL_06,STM_ROL_04,STM_TA_006,OCC,OCC+,R02,True,R02CM02
OBS_000553,2024-12-31,8,TME,TME_ROL_03,TME_ROL_03,TME_TA_003,OPG,OPG+,,False,
OBS_000554,2024-12-31,8,TME,TME_ROL_03,TME_ROL_03,TME_TA_011,OPG,OPG+,,False,
OBS_000555,2024-12-31,8,TME,TME_ROL_01,TME_ROL_01,TME_TA_015,OPG,OPG+,,False,
OBS_000558,2025-01-01,8,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_013,OPG,OPG+,,False,
OBS_000559,2025-01-01,8,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_013,OPG,OPG-,,False,
OBS_000560,2025-01-01,8,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_007,OPG,OPG+,,False,
